-1	0.207096
-0.99	0.176428
-0.98	0.151044
-0.97	0.130031
-0.96	0.112637
-0.95	0.0982391
-0.94	0.0863201
-0.93	0.0764533
-0.92	0.0682853
-0.91	0.0615233
-0.9	0.0559253
-0.89	0.0512909
-0.88	0.047454
-0.87	0.0442774
-0.86	0.0416474
-0.85	0.03947
-0.84	0.0376671
-0.83	0.0361743
-0.82	0.0349384
-0.81	0.0339149
-0.8	0.0330675
-0.79	0.0323658
-0.78	0.0317848
-0.77	0.0313036
-0.76	0.0309052
-0.75	0.0305752
-0.74	0.030302
-0.73	0.0300757
-0.72	0.0298883
-0.71	0.0297331
-0.7	0.0296046
-0.69	0.0294981
-0.68	0.0294099
-0.67	0.0293369
-0.66	0.0292764
-0.65	0.0292263
-0.64	0.0291848
-0.63	0.0291504
-0.62	0.0291219
-0.61	0.0290983
-0.6	0.0290788
-0.59	0.0290626
-0.58	0.0290492
-0.57	0.0290381
-0.56	0.0290289
-0.55	0.0290212
-0.54	0.0290149
-0.53	0.0290097
-0.52	0.0290053
-0.51	0.0290017
-0.5	0.0289988
-0.49	0.0289963
-0.48	0.0289943
-0.47	0.0289926
-0.46	0.0289912
-0.45	0.02899
-0.44	0.028989
-0.43	0.0289882
-0.42	0.0289876
-0.41	0.028987
-0.4	0.0289866
-0.39	0.0289862
-0.38	0.0289859
-0.37	0.0289856
-0.36	0.0289854
-0.35	0.0289852
-0.34	0.0289851
-0.33	0.028985
-0.32	0.0289848
-0.31	0.0289848
-0.3	0.0289847
-0.29	0.0289846
-0.28	0.0289846
-0.27	0.0289845
-0.26	0.0289845
-0.25	0.0289845
-0.24	0.0289845
-0.23	0.0289844
-0.22	0.0289844
-0.21	0.0289844
-0.2	0.0289844
-0.19	0.0289844
-0.18	0.0289844
-0.17	0.0289844
-0.16	0.0289844
-0.15	0.0289844
-0.14	0.0289844
-0.13	0.0289844
-0.12	0.0289844
-0.11	0.0289844
-0.1	0.0289844
-0.09	0.0289844
-0.08	0.0289844
-0.07	0.0289844
-0.06	0.0289844
-0.05	0.0289844
-0.04	0.0289844
-0.03	0.0289844
-0.02	0.0289844
-0.01	0.0289844
0	0.0289844
0.01	0.0289844
0.02	0.0289844
0.03	0.0289844
0.04	0.0289844
0.05	0.0289844
0.06	0.0289844
0.07	0.0289844
0.08	0.0289843
0.09	0.0289843
0.1	0.0289843
0.11	0.0289843
0.12	0.0289843
0.13	0.0289843
0.14	0.0289843
0.15	0.0289843
0.16	0.0289843
0.17	0.0289843
0.18	0.0289843
0.19	0.0289843
0.2	0.0289843
0.21	0.0289843
0.22	0.0289843
0.23	0.0289842
0.24	0.0289842
0.25	0.0289842
0.26	0.0289841
0.27	0.0289841
0.28	0.028984
0.29	0.0289839
0.3	0.0289838
0.31	0.0289837
0.32	0.0289836
0.33	0.0289834
0.34	0.0289832
0.35	0.0289829
0.36	0.0289825
0.37	0.0289821
0.38	0.0289816
0.39	0.028981
0.4	0.0289803
0.41	0.0289794
0.42	0.0289782
0.43	0.0289768
0.44	0.0289751
0.45	0.028973
0.46	0.0289705
0.47	0.0289673
0.48	0.0289634
0.49	0.0289587
0.5	0.0289529
0.51	0.0289457
0.52	0.0289369
0.53	0.028926
0.54	0.0289127
0.55	0.0288963
0.56	0.0288762
0.57	0.0288515
0.58	0.028821
0.59	0.0287836
0.6	0.0287375
0.61	0.0286808
0.62	0.0286109
0.63	0.028525
0.64	0.0284191
0.65	0.0282886
0.66	0.0281279
0.67	0.0279298
0.68	0.0276855
0.69	0.0273842
0.7	0.0270125
0.71	0.0265538
0.72	0.0259875
0.73	0.0252881
0.74	0.024424
0.75	0.0233558
0.76	0.0220348
0.77	0.0204002
0.78	0.0183765
0.79	0.0158695
0.8	0.0127617
0.81	0.00890599
0.82	0.00411858
0.83	-0.00183122
